table,record_id,change_kind,changed_fields,before_json,after_json
evidence_snapshot_links.csv,V5W1E001|research/refinement_v5/worker_1_ivani/sources/sgip_members_70946_scoped.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=100311&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false|scoped_api_retrieval,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E001"", ""sha256"": ""ce5ffe5e04aeb80665d1d7e72667642d739bf578d17d00d1e59c2d2d019c39dc"", ""snapshot_kind"": ""scoped_api_retrieval"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/sgip_members_70946_scoped.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=100311&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false""}"
evidence_snapshot_links.csv,V5W1E001|research/refinement_v5/worker_1_ivani/sources/sgip_members_94158_scoped.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=100311&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false|scoped_api_retrieval,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E001"", ""sha256"": ""20d34749478723421831fe89b91beca517de9f79dc1be553f27c3ca157632df4"", ""snapshot_kind"": ""scoped_api_retrieval"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/sgip_members_94158_scoped.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=100311&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false""}"
evidence_snapshot_links.csv,V5W1E001|research/refinement_v5/worker_1_ivani/sources/sgip_national_2016_2017.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=100311&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false|scoped_api_retrieval,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E001"", ""sha256"": ""972cd0eec216c6c3d75e82a2828d6e487b847bcb9ffdbd662af88e546ad2459e"", ""snapshot_kind"": ""scoped_api_retrieval"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/sgip_national_2016_2017.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=100311&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false""}"
evidence_snapshot_links.csv,V5W1E001|research/refinement_v5/worker_1_ivani/sources/sgip_national_2016_2017.meta.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=100311&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false|scoped_api_retrieval,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E001"", ""sha256"": ""7794796491419b728ae12abcde734586c7aaa82b414768a33df74ddecba09460"", ""snapshot_kind"": ""scoped_api_retrieval"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/sgip_national_2016_2017.meta.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=100311&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false""}"
evidence_snapshot_links.csv,V5W1E001|research/refinement_v5/worker_1_ivani/sources/sgip_public_index.txt|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=100311&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false|scoped_api_retrieval,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E001"", ""sha256"": ""a2b63c69b38c52d10214463de988f3038dbace94513b7544ef210e1d8cbf1d93"", ""snapshot_kind"": ""scoped_api_retrieval"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/sgip_public_index.txt"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=100311&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false""}"
evidence_snapshot_links.csv,V5W1E001|research/refinement_v5/worker_1_ivani/sources/sgip_public_js.txt|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=100311&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false|scoped_api_retrieval,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E001"", ""sha256"": ""5730f42ba2a866103f068a5e66a8914969dec87d4c9455faec3760e4950752e1"", ""snapshot_kind"": ""scoped_api_retrieval"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/sgip_public_js.txt"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=100311&isMembrosAtivos=false;https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false""}"
evidence_snapshot_links.csv,V5W1E002|research/refinement_v5/worker_1_ivani/sources/search_03.json|https://www.tre-to.jus.br/partidos/filiacao-partidaria/sistema-filiawb/guia-filiaweb-operacoes;https://www.tse.jus.br/partidos/filiacao-partidaria/arquivos/tse-manual-sistema-filiacao-partidaria-externo/%40%40display-file/file/TSE-manual-filia-externo.pdf|web_extraction_or_retrieval_log,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E002"", ""sha256"": ""135d4ea9664939b2040d5cbc22c717e8c7acbc36292508ec041143284b619119"", ""snapshot_kind"": ""web_extraction_or_retrieval_log"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/search_03.json"", ""source_locator"": ""https://www.tre-to.jus.br/partidos/filiacao-partidaria/sistema-filiawb/guia-filiaweb-operacoes;https://www.tse.jus.br/partidos/filiacao-partidaria/arquivos/tse-manual-sistema-filiacao-partidaria-externo/%40%40display-file/file/TSE-manual-filia-externo.pdf""}"
evidence_snapshot_links.csv,V5W1E002|research/refinement_v5/worker_1_ivani/sources/search_06.json|https://www.tre-to.jus.br/partidos/filiacao-partidaria/sistema-filiawb/guia-filiaweb-operacoes;https://www.tse.jus.br/partidos/filiacao-partidaria/arquivos/tse-manual-sistema-filiacao-partidaria-externo/%40%40display-file/file/TSE-manual-filia-externo.pdf|web_extraction_or_retrieval_log,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E002"", ""sha256"": ""bf3c0a65f013c04cef5801e0c40b34e2003022073e2458cba063b56671f8ada6"", ""snapshot_kind"": ""web_extraction_or_retrieval_log"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/search_06.json"", ""source_locator"": ""https://www.tre-to.jus.br/partidos/filiacao-partidaria/sistema-filiawb/guia-filiaweb-operacoes;https://www.tse.jus.br/partidos/filiacao-partidaria/arquivos/tse-manual-sistema-filiacao-partidaria-externo/%40%40display-file/file/TSE-manual-filia-externo.pdf""}"
evidence_snapshot_links.csv,V5W1E002|research/refinement_v5/worker_1_ivani/sources/search_09.json|https://www.tre-to.jus.br/partidos/filiacao-partidaria/sistema-filiawb/guia-filiaweb-operacoes;https://www.tse.jus.br/partidos/filiacao-partidaria/arquivos/tse-manual-sistema-filiacao-partidaria-externo/%40%40display-file/file/TSE-manual-filia-externo.pdf|web_extraction_or_retrieval_log,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E002"", ""sha256"": ""c4182d5fc8a435180113c160dfa592a683d5db8ac56a4f0cdeeb450ce29e95cd"", ""snapshot_kind"": ""web_extraction_or_retrieval_log"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/search_09.json"", ""source_locator"": ""https://www.tre-to.jus.br/partidos/filiacao-partidaria/sistema-filiawb/guia-filiaweb-operacoes;https://www.tse.jus.br/partidos/filiacao-partidaria/arquivos/tse-manual-sistema-filiacao-partidaria-externo/%40%40display-file/file/TSE-manual-filia-externo.pdf""}"
evidence_snapshot_links.csv,V5W1E003|research/refinement_v5/worker_1_ivani/sources/search_02.json|https://repositorio.uniceub.br/jspui/handle/235/10435;https://repositorio.uniceub.br/jspui/bitstream/235/10435/1/50505052.pdf|web_extraction_or_retrieval_log,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E003"", ""sha256"": ""d15102300598c48b829670b7950f5bd327838ac630829693711de61a72c3a1b4"", ""snapshot_kind"": ""web_extraction_or_retrieval_log"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/search_02.json"", ""source_locator"": ""https://repositorio.uniceub.br/jspui/handle/235/10435;https://repositorio.uniceub.br/jspui/bitstream/235/10435/1/50505052.pdf""}"
evidence_snapshot_links.csv,V5W1E003|research/refinement_v5/worker_1_ivani/sources/search_03.json|https://repositorio.uniceub.br/jspui/handle/235/10435;https://repositorio.uniceub.br/jspui/bitstream/235/10435/1/50505052.pdf|web_extraction_or_retrieval_log,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E003"", ""sha256"": ""135d4ea9664939b2040d5cbc22c717e8c7acbc36292508ec041143284b619119"", ""snapshot_kind"": ""web_extraction_or_retrieval_log"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/search_03.json"", ""source_locator"": ""https://repositorio.uniceub.br/jspui/handle/235/10435;https://repositorio.uniceub.br/jspui/bitstream/235/10435/1/50505052.pdf""}"
evidence_snapshot_links.csv,V5W1E003|research/refinement_v5/worker_1_ivani/sources/uniceub_2006_thesis.http410.txt|https://repositorio.uniceub.br/jspui/handle/235/10435;https://repositorio.uniceub.br/jspui/bitstream/235/10435/1/50505052.pdf|web_extraction_or_retrieval_log,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E003"", ""sha256"": ""1af29706d2a6b604a0e552114f17bb1789014da70e98d6cf05af542bafaca04f"", ""snapshot_kind"": ""web_extraction_or_retrieval_log"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/uniceub_2006_thesis.http410.txt"", ""source_locator"": ""https://repositorio.uniceub.br/jspui/handle/235/10435;https://repositorio.uniceub.br/jspui/bitstream/235/10435/1/50505052.pdf""}"
evidence_snapshot_links.csv,V5W1E003|research/refinement_v5/worker_1_ivani/sources/uniceub_2006_thesis.meta.json|https://repositorio.uniceub.br/jspui/handle/235/10435;https://repositorio.uniceub.br/jspui/bitstream/235/10435/1/50505052.pdf|web_extraction_or_retrieval_log,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W1E003"", ""sha256"": ""7d8b82f670477e3e76b13c4696fd74dd593333139db29d65e8daee66851faacc"", ""snapshot_kind"": ""web_extraction_or_retrieval_log"", ""snapshot_path"": ""research/refinement_v5/worker_1_ivani/sources/uniceub_2006_thesis.meta.json"", ""source_locator"": ""https://repositorio.uniceub.br/jspui/handle/235/10435;https://repositorio.uniceub.br/jspui/bitstream/235/10435/1/50505052.pdf""}"
evidence_snapshot_links.csv,V5W2E001|research/refinement_v5/worker_2_temer_end/RESEARCH.md|research/refinement_v5/worker_2_temer_end/RESEARCH.md|research_findings_and_limitations,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E001"", ""sha256"": ""2f543abd977af272d4a879fea6e9fc70562728c70165821ea6254aff33c05235"", ""snapshot_kind"": ""research_findings_and_limitations"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/RESEARCH.md"", ""source_locator"": ""research/refinement_v5/worker_2_temer_end/RESEARCH.md""}"
evidence_snapshot_links.csv,V5W2E001|research/refinement_v5/worker_2_temer_end/sources/sgip_ba_20181231.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/consulta?sqPartido=15&tpAbrangencia=82&isComposicoesHistoricas=true&dataInicioVigencia=31%2F12%2F2018&dataFimVigencia=31%2F12%2F2018&sgUe=BA|retained_scoped_official_historical_governance_response,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E001"", ""sha256"": ""e1f76be4353f0af66712dd586e57c66d55f5c6df83eab31860058ee168e79be9"", ""snapshot_kind"": ""retained_scoped_official_historical_governance_response"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/sources/sgip_ba_20181231.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/consulta?sqPartido=15&tpAbrangencia=82&isComposicoesHistoricas=true&dataInicioVigencia=31%2F12%2F2018&dataFimVigencia=31%2F12%2F2018&sgUe=BA""}"
evidence_snapshot_links.csv,V5W2E001|research/refinement_v5/worker_2_temer_end/sources/sgip_df_20181231.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/consulta?sqPartido=15&tpAbrangencia=84&isComposicoesHistoricas=true&dataInicioVigencia=31%2F12%2F2018&dataFimVigencia=31%2F12%2F2018&sgUe=DF|retained_scoped_official_historical_governance_response,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E001"", ""sha256"": ""e4ee265f9f92b5bed7adf5c65e92c825c06eb6ae21c4e17c6a66e8a639665a20"", ""snapshot_kind"": ""retained_scoped_official_historical_governance_response"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/sources/sgip_df_20181231.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/consulta?sqPartido=15&tpAbrangencia=84&isComposicoesHistoricas=true&dataInicioVigencia=31%2F12%2F2018&dataFimVigencia=31%2F12%2F2018&sgUe=DF""}"
evidence_snapshot_links.csv,V5W2E001|research/refinement_v5/worker_2_temer_end/sources/sgip_members_263115_scoped.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=263115&isMembrosAtivos=false|retained_scoped_official_historical_governance_response,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E001"", ""sha256"": ""e9f425ce697e10437a64192cd0195f79146515e2769c8a3615cab50ee89a8ee4"", ""snapshot_kind"": ""retained_scoped_official_historical_governance_response"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/sources/sgip_members_263115_scoped.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=263115&isMembrosAtivos=false""}"
evidence_snapshot_links.csv,V5W2E001|research/refinement_v5/worker_2_temer_end/sources/sgip_members_263816_scoped.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=263816&isMembrosAtivos=false|retained_scoped_official_historical_governance_response,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E001"", ""sha256"": ""d706b8fee6b8cc8db0ba54b83493d638f30373e9aca62e2055fc889632b78cd1"", ""snapshot_kind"": ""retained_scoped_official_historical_governance_response"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/sources/sgip_members_263816_scoped.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=263816&isMembrosAtivos=false""}"
evidence_snapshot_links.csv,V5W2E001|research/refinement_v5/worker_2_temer_end/sources/sgip_members_70945_scoped.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false|retained_scoped_official_historical_governance_response,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E001"", ""sha256"": ""5656acbc8ca6e5981db51341319082d4b09dd8447995458137e816fb29be5b20"", ""snapshot_kind"": ""retained_scoped_official_historical_governance_response"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/sources/sgip_members_70945_scoped.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70945&isMembrosAtivos=false""}"
evidence_snapshot_links.csv,V5W2E001|research/refinement_v5/worker_2_temer_end/sources/sgip_members_70946_scoped.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false|retained_scoped_official_historical_governance_response,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E001"", ""sha256"": ""460378caac9bd49287b2613888c0b59f0421f8fee0bb466cabc472e1ca8a3bc0"", ""snapshot_kind"": ""retained_scoped_official_historical_governance_response"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/sources/sgip_members_70946_scoped.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=70946&isMembrosAtivos=false""}"
evidence_snapshot_links.csv,V5W2E001|research/refinement_v5/worker_2_temer_end/sources/sgip_members_94158_scoped.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false|retained_scoped_official_historical_governance_response,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E001"", ""sha256"": ""e4ac7e7099bc9f1054dcbb1e51a07d5ff8fe6a7a165db129c9ad250822d2b71e"", ""snapshot_kind"": ""retained_scoped_official_historical_governance_response"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/sources/sgip_members_94158_scoped.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/comAnotacoesEMembros?idOrgaoPartidario=94158&isMembrosAtivos=false""}"
evidence_snapshot_links.csv,V5W2E001|research/refinement_v5/worker_2_temer_end/sources/sgip_national_20181231.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/consulta?sqPartido=15&tpAbrangencia=81&isComposicoesHistoricas=true&dataInicioVigencia=31%2F12%2F2018&dataFimVigencia=31%2F12%2F2018|retained_scoped_official_historical_governance_response,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E001"", ""sha256"": ""da45e6313fa08456a3500a34e335ba56b1f3d05fd8bc6d46db6afd0b12db297f"", ""snapshot_kind"": ""retained_scoped_official_historical_governance_response"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/sources/sgip_national_20181231.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/consulta?sqPartido=15&tpAbrangencia=81&isComposicoesHistoricas=true&dataInicioVigencia=31%2F12%2F2018&dataFimVigencia=31%2F12%2F2018""}"
evidence_snapshot_links.csv,V5W2E001|research/refinement_v5/worker_2_temer_end/sources/sgip_se_20181231.json|https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/consulta?sqPartido=15&tpAbrangencia=82&isComposicoesHistoricas=true&dataInicioVigencia=31%2F12%2F2018&dataFimVigencia=31%2F12%2F2018&sgUe=SE|retained_scoped_official_historical_governance_response,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E001"", ""sha256"": ""20aaa838d68a15d923f20d78a23f18fa8933214feccbd7183d9072b69d099aee"", ""snapshot_kind"": ""retained_scoped_official_historical_governance_response"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/sources/sgip_se_20181231.json"", ""source_locator"": ""https://sgip3.tse.jus.br/sgip3-consulta/api/v1/orgaoPartidario/consulta?sqPartido=15&tpAbrangencia=82&isComposicoesHistoricas=true&dataInicioVigencia=31%2F12%2F2018&dataFimVigencia=31%2F12%2F2018&sgUe=SE""}"
evidence_snapshot_links.csv,V5W2E002|research/refinement_v5/worker_2_temer_end/RESEARCH.md|research/refinement_v5/worker_2_temer_end/RESEARCH.md|research_findings_and_limitations,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E002"", ""sha256"": ""2f543abd977af272d4a879fea6e9fc70562728c70165821ea6254aff33c05235"", ""snapshot_kind"": ""research_findings_and_limitations"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/RESEARCH.md"", ""source_locator"": ""research/refinement_v5/worker_2_temer_end/RESEARCH.md""}"
evidence_snapshot_links.csv,V5W2E002|research/refinement_v5/worker_2_temer_end/sources/sobral_identity_anchor.json|https://www.gov.br/mme/pt-br/arquivos/do-06-01-2010-s3.pdf|masked_hashed_identity_anchor_from_official_indexed_source,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E002"", ""sha256"": ""64dc252de107184ceb20f7a9c33bca6e75dcb338c05c854717dfb572f1070222"", ""snapshot_kind"": ""masked_hashed_identity_anchor_from_official_indexed_source"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/sources/sobral_identity_anchor.json"", ""source_locator"": ""https://www.gov.br/mme/pt-br/arquivos/do-06-01-2010-s3.pdf""}"
evidence_snapshot_links.csv,V5W2E002|research/refinement_v5/worker_2_temer_end/sources/tse_BA_182.json|https://filia2-consulta.tse.jus.br/filia-consulta/rest/v1/relacao-filiados?sgUe=BA&cdMunicipio=988&sqPartido=182&currentPage=0&pageSize=10000|retained_scoped_official_registry_query_log,added,evidence_id;snapshot_path;source_locator;snapshot_kind;sha256,null,"{""evidence_id"": ""V5W2E002"", ""sha256"": ""9c101bdb73b0bb70a376193f6b93a0eb1041df5b33a3dc803aacea072ee9c655"", ""snapshot_kind"": ""retained_scoped_official_registry_query_log"", ""snapshot_path"": ""research/refinement_v5/worker_2_temer_end/sources/tse_BA_182.json"", ""source_locator"": ""https://filia2-consulta.tse.jus.br/filia-consulta/rest/v1/relacao-filiados?sgUe=BA&cdMunicipio=988&sqPartido=182&currentPage=0&pageSize=10000""}"
